comparison_status,fixture_id,fixture,league,baseline_rank,candidate_v2_rank,candidate_v7_rank,baseline_market,candidate_v2_market,candidate_v7_market,candidate_v7_decision,baseline_result,candidate_v2_result,candidate_v7_result,baseline_profit_units,candidate_v2_profit_units,candidate_v7_profit_units,target_date,generated_at,pipeline_mode,candidate_version,source_file_date_check,run_id
BASELINE+CANDIDATE_V2+CANDIDATE_V7,1494200,Sirius vs Mjallby AIF,Allsvenskan,1,1,1,OVER_2_5,OVER_2_5,OVER_2_5,PRICE_OK,WIN,WIN,WIN,0.7,0.7,0.7,2026-07-03,2026-07-04T09:31:58+00:00,POST,RESULT_COMPARISON,NO_DATE_COLUMN,2026-07-03-20260704T093158Z
